"Neighborhood","Neighborhood_Latitude","Neighborhood_Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"The Beer Store",43.7416936,-79.5843728,"Beer Store"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"Pizza Pizza",43.7415689680191,-79.5844888687134,"Pizza Place"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"Sheriff's No Frills",43.741696,-79.584379,"Grocery Store"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"Sunny Foodmart",43.7418402329211,-79.5905606963751,"Grocery Store"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"McDonald's",43.7417571,-79.5842303,"Fast Food Restaurant"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"Pizza Nova",43.7367605624385,-79.5898165903126,"Pizza Place"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"Rogers Plus",43.7413116909995,-79.5852631309876,"Video Store"
"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,"LCBO",43.7415075219467,-79.5845011398109,"Liquor Store"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Mr Congee Chinese Cuisine 龍粥記",43.7988787925876,-79.3183345011537,"Chinese Restaurant"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"RBC Royal Bank",43.7982359966241,-79.3179522575983,"Bank"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Subway",43.7986712231859,-79.318475491719,"Sandwich Place"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"KFC",43.7989384013184,-79.3188536833815,"Fast Food Restaurant"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Tim Hortons",43.7991018,-79.3187148,"Coffee Shop"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Shoppers Drug Mart",43.799966,-79.317985,"Pharmacy"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Pizza Pizza",43.797909276661,-79.3181133270264,"Pizza Place"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Metro",43.7978298071917,-79.3184915184975,"Supermarket"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Eggsmart",43.796375,-79.318681,"Breakfast Spot"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Presotea",43.799397,-79.319014,"Bubble Tea Shop"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Taco Bell",43.7988978581874,-79.3187012275939,"Fast Food Restaurant"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Nantha's Bakery",43.7964301311519,-79.3191507994383,"Indian Restaurant"
"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,"Warden Ave. & Finch Ave. E",43.7963479035429,-79.316119070752,"Intersection"
"Rosedale",43.6795626,-79.3775294,"Rosedale Park",43.6823282022781,-79.3789343434768,"Playground"
"Rosedale",43.6795626,-79.3775294,"Whitney Park",43.6820357306368,-79.3737883502131,"Park"
"Rosedale",43.6795626,-79.3775294,"Alex Murray Parkette",43.678300240479,-79.3827732869811,"Park"
"Rosedale",43.6795626,-79.3775294,"Milkman's Lane",43.6763520680156,-79.3738423944017,"Trail"
"Stn A PO Boxes",43.6464352,-79.374846,"The Keg Steakhouse + Bar - Esplanade",43.6467120740879,-79.3747676163912,"Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Fresh On Front",43.6478146640514,-79.3744527618627,"Vegetarian / Vegan Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Hockey Hall Of Fame (Hockey Hall of Fame)",43.6469744514311,-79.3773232394268,"Museum"
"Stn A PO Boxes",43.6464352,-79.374846,"Berczy Park",43.6480483538885,-79.3751722909452,"Park"
"Stn A PO Boxes",43.6464352,-79.374846,"D.W. Alexander",43.6483330433916,-79.3738261420116,"Cocktail Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Dog Fountain",43.6479979514786,-79.37536096949,"Fountain"
"Stn A PO Boxes",43.6464352,-79.374846,"Sukhothai",43.6484871024991,-79.3745473524563,"Thai Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Hogtown Smoke",43.6492869355779,-79.3746893263794,"Food Truck"
"Stn A PO Boxes",43.6464352,-79.374846,"Garrison Bespoke",43.648102,-79.376334,"Tailor Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"The Reservoir Lounge",43.6485165985155,-79.3745562339159,"Jazz Club"
"Stn A PO Boxes",43.6464352,-79.374846,"Biff's Bistro",43.6470848251251,-79.3763423190849,"French Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Pravda Vodka Bar",43.6485155306747,-79.3747323114995,"Cocktail Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"St. Lawrence Market (South Building)",43.6487432022359,-79.3715969762753,"Farmers Market"
"Stn A PO Boxes",43.6464352,-79.374846,"The Omni King Edward Hotel",43.6491905160191,-79.3760061264039,"Hotel"
"Stn A PO Boxes",43.6464352,-79.374846,"St. Lawrence Market (North Building)",43.6487929016172,-79.3719453582069,"Farmers Market"
"Stn A PO Boxes",43.6464352,-79.374846,"Market Street Catch",43.6485014239648,-79.3718080237409,"Seafood Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Loaded Pierogi",43.647965,-79.373427,"Comfort Food Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"C'est What",43.6484258392843,-79.3734392523766,"Beer Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Buster's Sea Cove",43.6484950904393,-79.3714623179389,"Seafood Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Mos Mos Coffee",43.648159197535,-79.3787445046726,"Café"
"Stn A PO Boxes",43.6464352,-79.374846,"St. Lawrence Market Plaza",43.6491686042245,-79.3723298743355,"Art Gallery"
"Stn A PO Boxes",43.6464352,-79.374846,"Goose Island Brewhouse",43.6473292680936,-79.3735411763191,"Beer Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Meridian Hall",43.6462921242056,-79.3760217950566,"Concert Hall"
"Stn A PO Boxes",43.6464352,-79.374846,"Eggspectation",43.646526,-79.375134,"Breakfast Spot"
"Stn A PO Boxes",43.6464352,-79.374846,"Stonemill Bread",43.6486682215421,-79.3716096230205,"Bakery"
"Stn A PO Boxes",43.6464352,-79.374846,"Beerbistro",43.6494190437884,-79.3772372603416,"Gastropub"
"Stn A PO Boxes",43.6464352,-79.374846,"Crepe TO",43.650063279511,-79.3745866452387,"Creperie"
"Stn A PO Boxes",43.6464352,-79.374846,"Olympic Cheese",43.6487015473915,-79.3715406944147,"Cheese Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Seafront Fish Market",43.6484785341064,-79.3714894297252,"Fish Market"
"Stn A PO Boxes",43.6464352,-79.374846,"Crepe It Up!",43.6487361434039,-79.3716230674848,"Creperie"
"Stn A PO Boxes",43.6464352,-79.374846,"Walrus Pub & Beer Hall",43.6473747092058,-79.3795151536392,"Pub"
"Stn A PO Boxes",43.6464352,-79.374846,"Everyday Gourmet (Teas & Coffees)",43.6487571475764,-79.3716453976582,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Victoria's Restaurant",43.6492983439635,-79.3764306725187,"Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"FARMR Eatery & Catering",43.6484198633751,-79.3702737952109,"Bistro"
"Stn A PO Boxes",43.6464352,-79.374846,"Carousel Bakery",43.6487072781773,-79.3715800512756,"Bakery"
"Stn A PO Boxes",43.6464352,-79.374846,"Aveda Institute Toronto",43.6500964095556,-79.3736295221177,"Cosmetics Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Balzac's Coffee",43.6484565013193,-79.3717899372441,"Café"
"Stn A PO Boxes",43.6464352,-79.374846,"Scotiabank Arena",43.6434461753511,-79.3790398888999,"Basketball Stadium"
"Stn A PO Boxes",43.6464352,-79.374846,"Equinox Bay Street",43.6480997403486,-79.3799886941153,"Gym"
"Stn A PO Boxes",43.6464352,-79.374846,"Café Plenty",43.6491179354577,-79.3783128838044,"Café"
"Stn A PO Boxes",43.6464352,-79.374846,"Woods Restaurant & Bar",43.6493568159853,-79.3750024844593,"Molecular Gastronomy Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Scheffler's Deli",43.6486433535161,-79.3715368166369,"Cheese Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"LCBO",43.6429437991717,-79.3724398904441,"Liquor Store"
"Stn A PO Boxes",43.6464352,-79.374846,"Chotto Matte",43.646473,-79.378782,"Japanese Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.647261,-79.378599,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Olly Fresco's",43.6469122319093,-79.3795966169646,"Deli / Bodega"
"Stn A PO Boxes",43.6464352,-79.374846,"Cosmopolitan Toronto Centre Hotel & Spa",43.6490643295747,-79.3775975970113,"Hotel"
"Stn A PO Boxes",43.6464352,-79.374846,"Carisma",43.649616717743,-79.3754337751762,"Italian Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"One King West Hotel & Residence",43.6491395,-79.3778763,"Hotel"
"Stn A PO Boxes",43.6464352,-79.374846,"Ki Modern Japanese + Bar",43.647223,-79.3793738,"Japanese Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"CC Lounge",43.6479173542583,-79.3745199108587,"Cocktail Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.6487383098877,-79.3725192546844,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Pilot Coffee Roasters",43.645018144647,-79.3804150931199,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Anton Kozlik's mustard",43.6487524232864,-79.3714845395107,"Gourmet Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Imagine Cinemas Market Square",43.649645742716,-79.3724456249849,"Movie Theater"
"Stn A PO Boxes",43.6464352,-79.374846,"The Works Gourmet Burger Bistro",43.648742,-79.374142,"Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Bikram Yoga Centre",43.6492140033829,-79.3752289401336,"Yoga Studio"
"Stn A PO Boxes",43.6464352,-79.374846,"Air Canada Club",43.6432241000304,-79.3791593821953,"Lounge"
"Stn A PO Boxes",43.6464352,-79.374846,"Spirit of Hockey",43.6470469222422,-79.3775372758635,"Sporting Goods Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Petit Four Bakery",43.6477436925871,-79.379588142506,"Sandwich Place"
"Stn A PO Boxes",43.6464352,-79.374846,"Pizzaiolo",43.6502057323607,-79.3761837861561,"Pizza Place"
"Stn A PO Boxes",43.6464352,-79.374846,"St James Anglican Cathedral",43.650109744784,-79.3742917224807,"Church"
"Stn A PO Boxes",43.6464352,-79.374846,"Winners",43.6477479,-79.3745508,"Department Store"
"Stn A PO Boxes",43.6464352,-79.374846,"The Optic Zone",43.6497298983186,-79.3717015681457,"Optical Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"St. Urbain Bagel",43.6486108350325,-79.3714972355492,"Bagel Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Rexall",43.648182,-79.37387,"Pharmacy"
"Stn A PO Boxes",43.6464352,-79.374846,"Dineen @CommerceCourt",43.6482505433656,-79.3801272822087,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Tom Jones Steak House",43.6493054602651,-79.3753569346282,"Seafood Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Design Exchange",43.6479721958162,-79.3801038258846,"Art Gallery"
"Stn A PO Boxes",43.6464352,-79.374846,"NAMI",43.6508533617851,-79.375887466417,"Japanese Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"GoodLife Fitness Toronto Street Women's Only",43.6504,-79.3767,"Gym"
"Stn A PO Boxes",43.6464352,-79.374846,"Over Easy",43.6480770420435,-79.377598715754,"Breakfast Spot"
"Stn A PO Boxes",43.6464352,-79.374846,"The Poké Box",43.6504693150318,-79.3763170395283,"Poke Place"
"Stn A PO Boxes",43.6464352,-79.374846,"Paddington's Pump",43.649035,-79.371899,"Diner"
"Stn A PO Boxes",43.6464352,-79.374846,"St. Lawrence Antique Market",43.6496146487587,-79.3717473934329,"Antique Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Craft Beer Market",43.6498722789121,-79.37839828996,"Beer Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Buster's Sea Cove",43.6477741058429,-79.3791808026217,"Seafood Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"European Delight",43.6487097678171,-79.3715452565282,"Eastern European Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Sam James Coffee Bar (SJCB)",43.6503187162975,-79.3762165064286,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.650159,-79.377793,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Evolution Food Co",43.6484681729262,-79.3717149814853,"Juice Bar"
"Stn A PO Boxes",43.6464352,-79.374846,"Tim Hortons",43.6462559675246,-79.3795734643936,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Mirto",43.650702,-79.376307,"Italian Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"The Corner Place",43.649573809227,-79.3713931379353,"Lounge"
"Stn A PO Boxes",43.6464352,-79.374846,"Oyshi Sushi",43.6423400551648,-79.3758530426091,"Sushi Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Metropolitan Resto Bar",43.6500616604485,-79.3771814107564,"Italian Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"iQ Food Co",43.6474816860323,-79.3791041736264,"Fast Food Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"St. James Park",43.6504248002309,-79.3723109702051,"Park"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.646799,-79.38069,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.6462130714955,-79.3790884736851,"Coffee Shop"
"Stn A PO Boxes",43.6464352,-79.374846,"Indigospirit",43.6483498759025,-79.3803474731034,"Bookstore"
"Stn A PO Boxes",43.6464352,-79.374846,"Jump",43.6481473851635,-79.3787524254065,"American Restaurant"
"Stn A PO Boxes",43.6464352,-79.374846,"Joe Fresh",43.644285,-79.369771,"Clothing Store"
"Stn A PO Boxes",43.6464352,-79.374846,"Loblaws",43.645427,-79.369789,"Grocery Store"
"Stn A PO Boxes",43.6464352,-79.374846,"Brooks Brothers",43.646852351216,-79.3794466599128,"Clothing Store"
"Stn A PO Boxes",43.6464352,-79.374846,"Soup Nutsy",43.6478575917113,-79.3805328591138,"Soup Place"
"Stn A PO Boxes",43.6464352,-79.374846,"Starbucks",43.6471926039553,-79.3809568567175,"Coffee Shop"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Il Paesano Pizzeria & Restaurant",43.60128,-79.545028,"Pizza Place"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Timothy's Pub",43.6001650856871,-79.5446987272239,"Pub"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Toronto Gymnastics International",43.5998319523433,-79.5429244882238,"Gym"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Tim Hortons",43.6023963150554,-79.5450476557017,"Coffee Shop"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Pizza Pizza",43.6053403511756,-79.547251756092,"Pizza Place"
"Alderwood, Long Branch",43.6024137,-79.5434841,"Sir Adam Beck Rink",43.6025264947986,-79.5474551115246,"Skating Rink"
"Northwest, West Humber - Clairville",43.7067483,-79.5940544,"Economy Rent A Car",43.708471,-79.589943,"Rental Car Location"
"Northwest, West Humber - Clairville",43.7067483,-79.5940544,"Logistics Distribution",43.707554,-79.589252,"Bar"
"Northwest, West Humber - Clairville",43.7067483,-79.5940544,"Saand Rexdale",43.7050715761041,-79.5987253477096,"Drugstore"
"Northwest, West Humber - Clairville",43.7067483,-79.5940544,"PC Garden",43.7065387313307,-79.5993590354919,"Garden Center"
"Northwest, West Humber - Clairville",43.7067483,-79.5940544,"Vectra Heavy Haulers",43.7048911287332,-79.599409818693,"Truck Stop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Cranberries",43.6678427705951,-79.3694068787428,"Diner"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Butter Chicken Factory",43.6670724700484,-79.3691842295817,"Indian Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Murgatroid",43.6673814901602,-79.3693112922946,"Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"F'Amelia",43.6675359066323,-79.3686133148583,"Italian Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Merryberry Cafe + Bistro",43.6666302030185,-79.3687918419982,"Café"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Cabbagetown Brew",43.6669227989078,-79.3692892956044,"Café"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Kingyo Toronto",43.6658949580837,-79.368415206386,"Japanese Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Absolute Bakery & Café",43.667469462462,-79.369276547472,"Bakery"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Fair Trade Jewellery Co.",43.6653480241165,-79.3683624036665,"Jewelry Store"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"St. Jamestown Delicatessen",43.6658114239561,-79.3686482564008,"Butcher"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Toronto Dance Theatre",43.6662323061937,-79.3670750662998,"General Entertainment"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"House on Parliament",43.6636457049743,-79.3678537872295,"Gastropub"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Pet Valu",43.6642050133967,-79.3684601238264,"Pet Store"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Stout Irish Pub",43.6638907183362,-79.3690300810636,"Pub"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Mr. Jerk",43.6673284725673,-79.3733894362117,"Caribbean Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Kanpai Snack Bar",43.6643309359486,-79.3680650312426,"Taiwanese Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Labour Of Love",43.663907,-79.368822,"Gift Shop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"The Epicure Shop",43.6639648609649,-79.3677954088694,"Deli / Bodega"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Wellesley Park",43.6696487958367,-79.3621551990509,"Park"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"The Pear Tree",43.6649040181348,-79.3682463909467,"Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Thai Room - Carlton",43.6641587260231,-79.3681887298098,"Thai Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Jetfuel Coffee",43.6652951939208,-79.3683345416816,"Coffee Shop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Sunny Green Vegetable and Fruit",43.6675553884838,-79.3724347693053,"Market"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"TD Canada Trust",43.664654692538,-79.3678870797158,"Bank"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Hey Lucy",43.6640750992382,-79.3686550582436,"Italian Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"LCBO",43.6655855930884,-79.3685305084025,"Liquor Store"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Winchester Park",43.6662310757528,-79.3716312803108,"Playground"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Daniel et Daniel Event Creation & Catering",43.6643837,-79.3683282,"Bakery"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"The Beer Store",43.6664079,-79.368833,"Beer Store"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Tim Hortons",43.6671692580229,-79.3688486516475,"Coffee Shop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Subway",43.665643296106,-79.3683001523662,"Sandwich Place"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Pizza Pizza",43.6671787385217,-79.3696687377786,"Pizza Place"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"The Flying Beaver Pubaret",43.6648287988754,-79.368292037187,"Pub"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"China Gourmet",43.6641802410051,-79.3683592572724,"Chinese Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Pizza Pizza",43.6680903808083,-79.370273892272,"Pizza Place"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Shoppers Drug Mart",43.663998,-79.36783,"Pharmacy"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Tim Hortons",43.6657858719903,-79.3682840466499,"Coffee Shop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Tender Trap Restaurant",43.6677237965078,-79.3694847778865,"Chinese Restaurant"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Matt's No Frills",43.663515,-79.367166,"Grocery Store"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Cabbage Town Organics",43.6647043029094,-79.3681148847232,"Gourmet Shop"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Park Snacks",43.6669791170921,-79.3631154298782,"Snack Place"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Riverdale Farmer's Market",43.6668908119546,-79.3625030675579,"Farmers Market"
"St. James Town, Cabbagetown",43.667967,-79.3676753,"Beckers",43.66745509366,-79.3732981061779,"Convenience Store"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Canoe",43.6474520661835,-79.3813200181568,"Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Equinox Bay Street",43.6480997403486,-79.3799886941153,"Gym"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Adelaide Club Toronto",43.6492794429171,-79.3819212328455,"Gym / Fitness Center"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Pilot Coffee Roasters",43.6488353912459,-79.3809358125033,"Coffee Shop"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Brick Street Bakery",43.6488151631615,-79.3806046861095,"Bakery"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Maman",43.6483087380468,-79.3822533389881,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Hy's Steakhouse",43.6495047564769,-79.3829185048822,"Steakhouse"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"King Taps",43.648475974183,-79.3820577835874,"Gastropub"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"The Keg Steakhouse + Bar - York Street",43.6499865931857,-79.3841033666454,"Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Sam James Coffee Bar (SJCB)",43.6478813701403,-79.3843315283683,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Cactus Club Cafe",43.6495520142626,-79.3816707251204,"American Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"John & Sons Oyster House",43.6506564253714,-79.3816128522847,"Seafood Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Walrus Pub & Beer Hall",43.6473747092058,-79.3795151536392,"Pub"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Mos Mos Coffee",43.648159197535,-79.3787445046726,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Cafe Landwer",43.6487534993206,-79.3853673607289,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Pizzeria Libretto",43.6483335468624,-79.3851105018417,"Pizza Place"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Dineen @CommerceCourt",43.6482505433656,-79.3801272822087,"Coffee Shop"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Soho House Toronto",43.6487343065966,-79.3865411756484,"Speakeasy"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Kupfert & Kim (First Canadian Place)",43.6485465946519,-79.3816240647016,"Gluten-free Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Rosalinda",43.6502524830693,-79.3851557562008,"Vegetarian / Vegan Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Design Exchange",43.6479721958162,-79.3801038258846,"Art Gallery"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Bymark",43.647217284018,-79.3812518816638,"Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Starbucks",43.646731,-79.383951,"Coffee Shop"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"John & Sons Oyster House",43.6506022983057,-79.3815551068287,"Seafood Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"The National Club",43.6493425928323,-79.3805735731846,"Wine Bar"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"DAVIDsTEA",43.6505465529438,-79.3833849334987,"Tea Room"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Roy Thomson Hall",43.6465886970634,-79.3859789937435,"Concert Hall"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Shangri-La Toronto",43.649129194175,-79.3865566853963,"Hotel"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Petit Four Bakery",43.6477436925871,-79.379588142506,"Sandwich Place"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"The Fairmont Royal York",43.6454491461665,-79.3815076529019,"Hotel"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Dineen Coffee",43.650497,-79.378765,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Bosk at Shangri-La",43.6490227367615,-79.3858263552123,"Asian Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Bulldog On The Block",43.6506521885263,-79.3841409287363,"Coffee Shop"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Boxcar Social Temperance",43.6505572524941,-79.3819563464006,"Bar"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Four Seasons Centre for the Performing Arts",43.650592,-79.385806,"Concert Hall"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Pumpernickel's Deli",43.6488315005462,-79.3819700634546,"Deli / Bodega"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Café Plenty",43.6491179354577,-79.3783128838044,"Café"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Toronto Athletic Club",43.6473595535349,-79.3811766566002,"Gym"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Lobby Lounge at the Shangri-La Toronto",43.6491549998685,-79.3865457436782,"Lounge"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Assembly Chef's Hall",43.6505788650939,-79.3834119303614,"Food Court"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"WVRST",43.6449680908776,-79.3813763184385,"Beer Bar"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"M Square Coffee Co",43.6512179725378,-79.3835545993225,"Coffee Shop"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Estiatorio Volos",43.6503291256,-79.3845330129772,"Greek Restaurant"
"First Canadian Place, Underground city",43.6484292,-79.3822802,"Papyrus",43.6481954095494,-79.3813921854217,"Gift Shop"
